10001,10230,132.898,0,0,路,
10002,10230,131.266,0,0,路,
10002,10003,162.187,0,0,路,
10229,10003,71.6373,0,0,路,
10229,10228,67.9504,0,0,路,
10003,10226,165.475,0,0,路,
10226,10227,42.2748,0,0,路,
10226,10006,150.546,0,0,路,
10006,10164,73.986,0,0,路,
10164,10004,83.6906,0,0,路,
10004,10005,43.5471,0,0,路,
10164,10165,68.7663,0,0,路,
10006,10163,65.782,0,0,路,
10004,10003,130.752,0,0,路,
10005,10233,64.5071,0,0,路,
10233,10236,64.3719,0,0,路,
10004,10235,87.7646,0,0,路,
10235,10229,121.258,0,0,路,
10228,10234,59.4186,0,0,路,
10007,10233,102.163,0,0,路,
10007,10010,96.8265,0,0,路,
10010,10009,30.9031,0,0,路,
10010,10238,114.561,0,0,路,
10238,10008,70.6622,0,0,路,
10237,10008,132.707,0,0,路,
10237,10027,69.8337,0,0,路,
10237,10038,125.749,0,0,路,
10211,10210,97.7619,0,0,路,
10209,10210,40.1866,0,0,路,
10209,10213,148.538,0,0,路,
10044,10213,27.8851,0,0,路,
10044,10030,94.7699,0,0,路,
10213,10043,150.784,0,0,路,
10043,10042,67.0077,0,0,路,
10032,10042,71.5727,0,0,路,
10043,10031,88.8585,0,0,路,
10042,10033,122.647,0,0,路,
10036,10033,71.8017,0,0,路,
10036,10035,97.903,0,0,路,
10035,10049,56.8777,0,0,路,
10049,10053,49.3673,0,0,路,
10053,10054,33.306,0,0,路,
10049,10055,46.1243,0,0,路,
10047,10055,50.6679,0,0,路,
10047,10050,42.9975,0,0,路,
10047,10048,91.5783,0,0,路,
10048,10046,42.3231,0,0,路,
10046,10045,47.3187,0,0,路,
10045,10168,46.7116,0,0,路,
10168,10189,78.2686,0,0,路,
10189,10169,69.1378,0,0,路,
10170,10169,36.3173,0,0,路,
10167,10240,97.3847,0,0,路,
10240,10174,87.7149,0,0,路,
10173,10174,72.2041,0,0,路,
10172,10171,28.761,0,0,路,
10172,10059,105.471,0,0,路,
10059,10058,82.1999,0,0,路,
10025,10242,82.0538,0,0,路,
10026,10242,69.8257,0,0,路,
10026,10241,45.2112,0,0,路,
10241,10167,77.0562,0,0,路,
10167,10204,112.322,0,0,路,
10204,10203,101.816,0,0,路,
10175,10203,66.2684,0,0,路,
10171,10248,64.3158,0,0,路,
10248,10191,148.319,0,0,路,
10247,10190,125.027,0,0,路,
10247,10172,67.0042,0,0,路,
10190,10191,69.3211,0,0,路,
10191,10192,30.1169,0,0,路,
10219,10218,51.8074,0,0,路,
10188,10061,82.8055,0,0,路,
10188,10218,40.7039,0,0,路,
10188,10060,100.752,0,0,路,
10060,10217,30.6894,0,0,路,
10217,10216,62.5905,0,0,路,
10216,10202,120.453,0,0,路,
10202,10249,35.3764,0,0,路,
10203,10249,92.5866,0,0,路,
10069,10068,34.555,0,0,路,
10068,10067,91.2709,0,0,路,
10067,10066,33.3387,0,0,路,
10066,10065,46.3056,0,0,路,
10065,10064,38.611,0,0,路,
10064,10063,58.6302,0,0,路,
10063,10123,66.2067,0,0,路,
10123,10250,50.7139,0,0,路,
10250,10061,111.108,0,0,路,
10253,10254,90.6385,0,0,路,
10252,10254,30.9471,0,0,路,
10252,10067,89.0637,0,0,路,
10069,10070,193.454,0,0,路,
10071,10070,74.4874,0,0,路,
10076,10077,205.751,0,0,路,
10071,10255,49.1752,0,0,路,
10255,10080,45.9897,0,0,路,
10080,10158,97.6769,0,0,路,
10158,10160,110.553,0,0,路,
10159,10160,57.967,0,0,路,
10160,10161,46.9513,0,0,路,
10159,10163,154.043,0,0,路,
10159,10256,46.4341,0,0,路,
10256,10163,107.67,0,0,路,
10256,10088,114.905,0,0,路,
10088,10086,77.7031,0,0,路,
10085,10086,47.2387,0,0,路,
10087,10089,37.6036,0,0,路,
10089,10090,65.1792,0,0,路,
10091,10089,87.5866,0,0,路,
10084,10088,90.1194,0,0,路,
10084,10083,73.0382,0,0,路,
10083,10082,97.8622,0,0,路,
10083,10105,85.9859,0,0,路,
10082,10081,121.37,0,0,路,
10081,10104,127.935,0,0,路,
10101,10102,78.9971,0,0,路,
10102,10103,59.9128,0,0,路,
